time,lasttime,lat,lng,speed,course,altitude,comment,Unit,hour,c,unit2
2018-08-26 06:35:00,2018-08-26 06:28:00,38.95991,-77.35466,2.0,285.0,211.0,KG4TIH Beacon #1,RBCSAG-01,10.0,tab:brown,SAG-01
2018-08-26 06:35:00,2018-08-26 06:35:00,38.982009999999995,-77.34096,28.0,11.0,,KN4MHS,RBC-SAG-11-ios,10.0,tab:purple,SAG-11
2018-08-26 06:35:00,2018-08-26 06:16:00,39.07983,-77.60417,0.0,191.0,128.0,RESTON BIKE EVENT SUPPORT,RBCSAG-04,10.0,tab:gray,SAG-04
2018-08-26 06:35:00,2018-08-26 06:34:00,38.93983,-77.38417,22.0,85.0,126.0,Reston Bike Club SAG-9 KG4TIH,RBCSAG-09,10.0,tab:cyan,SAG-09
2018-08-26 06:36:00,2018-08-26 06:36:00,38.95817,-77.357,0.0,13.0,140.0,RBCBIK-1.KS1G.LARG,RBCBIK-01,10.0,tab:olive,BIK-01
2018-08-26 06:36:00,2018-08-26 06:36:00,38.986290000000004,-77.34215,28.0,325.0,175.0,KG4TIH Beacon #1,RBCSAG-01,10.0,tab:brown,SAG-01
2018-08-26 06:36:00,2018-08-26 06:16:00,39.07983,-77.60417,0.0,191.0,128.0,RESTON BIKE EVENT SUPPORT,RBCSAG-04,10.0,tab:gray,SAG-04
2018-08-26 06:36:00,2018-08-26 06:36:00,38.98487,-77.34116,19.0,45.0,,KN4MHS,RBC-SAG-11-ios,10.0,tab:purple,SAG-11
2018-08-26 06:36:00,2018-08-26 06:36:00,38.94867,-77.3745,26.0,50.0,115.0,Reston Bike Club SAG-9 KG4TIH,RBCSAG-09,10.0,tab:cyan,SAG-09
2018-08-26 06:37:00,2018-08-26 06:37:00,38.983470000000004,-77.33851,0.0,131.0,,KN4MHS,RBC-SAG-11-ios,10.0,tab:purple,SAG-11
2018-08-26 06:37:00,2018-08-26 06:16:00,39.07983,-77.60417,0.0,191.0,128.0,RESTON BIKE EVENT SUPPORT,RBCSAG-04,10.0,tab:gray,SAG-04
2018-08-26 06:37:00,2018-08-26 06:36:00,38.95817,-77.357,0.0,13.0,140.0,RBCBIK-1.KS1G.LARG,RBCBIK-01,10.0,tab:olive,BIK-01
2018-08-26 06:37:00,2018-08-26 06:36:00,38.94867,-77.3745,26.0,50.0,115.0,Reston Bike Club SAG-9 KG4TIH,RBCSAG-09,10.0,tab:cyan,SAG-09
2018-08-26 06:37:00,2018-08-26 06:36:00,38.986290000000004,-77.34215,28.0,325.0,175.0,KG4TIH Beacon #1,RBCSAG-01,10.0,tab:brown,SAG-01
2018-08-26 06:38:00,2018-08-26 06:38:00,38.98621,-77.34208000000002,45.0,325.0,,KN4MHS,RBC-SAG-11-ios,10.0,tab:purple,SAG-11
2018-08-26 06:38:00,2018-08-26 06:38:00,38.9515,-77.36783,0.0,29.0,126.0,Reston Bike Club SAG-9 KG4TIH,RBCSAG-09,10.0,tab:cyan,SAG-09
